CPT_code,CodeDescription,Code_Category
78473,Gated heart multiple,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78481,Heart first pass single,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78483,Heart first pass multiple,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78491,Myocrd img pet 1std rst/strs,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78492,Myocrd img pet mlt rst&strs,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78494,Heart image spect,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78496,Heart first pass add-on,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78499,Cardiovascular nuclear exam,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78579,Lung ventilation imaging,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78580,Lung perfusion imaging,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78582,Lung ventilat&perfus imaging,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78597,Lung perfusion differential,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78598,Lung perf&ventilat diferentl,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78599,Respiratory nuclear exam,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78600,Brain image < 4 views,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78601,Brain image w/flow < 4 views,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78605,Brain image 4+ views,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78606,Brain image w/flow 4 + views,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78608,Brain imaging (PET),RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78610,Brain flow imaging only,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78630,Cerebrospinal fluid scan,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78635,CSF ventriculography,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78645,CSF shunt evaluation,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78650,CSF leakage imaging,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78660,Nuclear exam of tear flow,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78699,Nervous system nuclear exam,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78700,Kidney imaging morphol,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78701,Kidney imaging with flow,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78707,K flow/funct image w/o drug,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78708,K flow/funct image w/drug,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78709,K flow/funct image multiple,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78730,Urinary bladder retention,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78740,Ureteral reflux study,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78761,Testicular imaging w/flow,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78799,Genitourinary nuclear exam,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78800,Rp loclzj tum 1 area 1 d img,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78801,Rp loclzj tum 2+area 1+d img,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78802,Rp loclzj tum whbdy 1 d img,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78803,Rp loclzj tum spect 1 area,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78804,Rp loclzj tum whbdy 2+d img,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78811,PET image ltd area,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78812,PET image skull-thigh,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78813,PET image full body,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78814,PET image w/ct lmtd,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78815,PET image w/ct skull-thigh,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78816,PET image w/ct full body,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
78999,Nuclear diagnostic exam,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
91110,Gi tract capsule endoscopy,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
91111,Esophageal capsule endoscopy,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
92132,Cptrzd oph dx img ant sgm,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
92133,Cptrzd oph dx img pst sgm on,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
92134,Cptrz oph dx img pst sgm rta,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
92137,Cptrz oph img pst sg rta oct,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
92227,Img rta detcj/mntr ds staff,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
92228,Img rta detc/mntr ds phy/qhp,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
92229,Img rta detc/mntr ds poc aly,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93303,Echo transthoracic,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93304,Echo transthoracic,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93306,Tte w/doppler complete,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93307,Tte w/o doppler complete,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93308,Tte f-up or lmtd,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93320,Doppler echo exam heart [if used in conjunction with 93303-93304],RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93321,"Doppler echo exam heart [if used in conjunction with 93303, 93304, 93308]",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93325,"Doppler color flow add-on [if used in conjunction with 76825, 76826, 76827,76828, 93303, 93304, 93308]",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93356,Myocrd strain img spckl trck,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93880,Extracranial study,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93882,Extracranial study,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93886,Intracranial study,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93888,Intracranial study,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93892,Tcd emboli detect w/o inj,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93893,Tcd std icr art ven-art shnt,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93896,Vsrctv std tcd icr art compl,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93897,Emboli detcj wo iv mbubb njx,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93898,Ven-artl shunt det mbubb njx,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93922,Upr/l xtremity art 2 levels,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93923,Upr/lxtr art stdy 3+ lvls,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93924,Lwr xtr vasc stdy bilat,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93925,Lower extremity study,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93926,Lower extremity study,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93930,Upper extremity study,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93931,Upper extremity study,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93970,Extremity study,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93971,Extremity study,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93975,Vascular study,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93976,Vascular study,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93978,Vascular study,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93979,Vascular study,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93980,Penile vascular study,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93981,Penile vascular study,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93990,Doppler flow testing,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
93998,Noninvas vasc dx study proc,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A4641,Radiopharm dx agent noc,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A4642,In111 satumomab,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9500,Tc99m sestamibi,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9501,Technetium TC-99m teboroxime,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9502,Tc99m tetrofosmin,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9503,Tc99m medronate,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9504,Tc99m apcitide,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9505,TL201 thallium,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9506,Tc-99m graphite crucible,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9507,In111 capromab,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9508,"I131 iodobenguate, dx",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9509,Iodine I-123 sod iodide mil,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9510,Tc99m disofenin,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9512,Tc99m pertechnetate,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9515,Choline c-11,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9516,Iodine I-123 sod iodide mic,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9520,Tc99 Tilmanocept diag 0.5mci,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9521,Tc99m exametazime,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9524,"I131 serum albumin, dx",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9526,Nitrogen N-13 ammonia,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9528,"Iodine I-131 iodide cap, dx",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9529,"I131 iodide sol, dx",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9531,I131 max 100uCi,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9532,"I125 serum albumin, dx",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9536,TC99m depreotide,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9537,Tc99m mebrofenin,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9538,Tc99m pyrophosphate,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9539,Tc99m pentetate,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9540,Tc99m MAA,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9541,Tc99m sulfur colloid,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9542,"In111 ibritumomab, dx",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9546,CO57/58,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9547,In111 oxyquinoline,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9548,In111 pentetate,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9550,Tc99m gluceptate,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9551,Tc99m succimer,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9552,F18 fdg,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9553,Cr51 chromate,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9554,"I125 iothalamate, dx",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9555,Rb82 rubidium,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9556,Ga67 gallium,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9557,Tc99m bicisate,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9558,Xe133 xenon 10mci,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9559,Co57 cyano,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9560,Tc99m labeled rbc,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9561,Tc99m oxidronate,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9562,Tc99m mertiatide,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9566,Tc99m fanolesomab,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9567,Technetium TC-99m aerosol,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9568,Technetium tc99m arcitumomab,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9569,Technetium TC-99m auto WBC,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9570,Indium In-111 auto WBC,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9571,Indium In-111 auto platelet,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9572,Indium In-111 pentetreotide,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9573,"Inj, gadopiclenol, 1 ml",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9576,Inj prohance multipack,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9577,Inj multihance,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9578,Inj multihance multipack,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9579,"Gad-base MR contrast NOS,1ml",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9580,Sodium fluoride F-18,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9584,Iodine I-123 ioflupane,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9586,Florbetapir F18,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9587,Gallium Ga-68,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9588,Fluciclovine f-18,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9591,Fluoroestradiol f 18,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9592,Copper cu 64 dotatate diag,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9593,Gallium ga-68 psma-11 ucsf,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9594,"Gallium ga-68 psma-11, ucla",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9595,"Piflu f-18, dia 1 millicurie",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9596,Gallium illuccix 1 millicure,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9597,"Pet, dx, for tumor id, noc",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9598,"Pet dx for non-tumor id, noc",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9601,Flortaucipir inj 1 millicuri,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9602,Fluorodopa f-18 diag per mci,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9608,Flotufolastat f18 diag 1 mci,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9609,"F18 fdg, 15 millicuries",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9610,"Xe129 xenon, diagnostic",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9697,"Inj, magtrace per study dose",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9700,Echocardiography contrast,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
A9800,Gallium locametz 1 millicuri,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
C8001,3D anat seg imaging preop,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
C8937,Cad breast mri,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
C9067,Gallium ga-68 dotatoc,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
C9762,Cardiac mri seg dys strain,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
C9763,Cardiac mri seg dys stress,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
C9791,MRI hyperpolarized xenon129,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
G0130,Single energy x-ray study,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
G0279,"Tomosynthesis, mammo screen",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
G0288,"Recon, cta for surg plan",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
Q0092,Set up port xray equipment,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
Q9950,Inj sulf hexa lipid microsph,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
Q9951,"LOCM>=400 mg/ml iodine,1ml",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
Q9953,"Inj Fe-based MR contrast,1ml",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
Q9954,"Oral MR contrast, 100ml",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
Q9955,"Inj perflexane lip micros,ml",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
Q9956,"Inj octafluoropropane mic,ml",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
Q9957,"Inj perflutren lip micros,ml",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
Q9958,"HOCM <=149 mg/ml iodine, 1ml",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
Q9959,"HOCM 150-199mg/ml iodine,1ml",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
Q9960,"HOCM 200-249mg/ml iodine,1ml",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
Q9961,"HOCM 250-299mg/ml iodine,1ml",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
Q9962,"HOCM 300-349mg/ml iodine,1ml",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
Q9963,"HOCM 350-399mg/ml iodine,1ml",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
Q9964,"HOCM>= 400mg/ml iodine, 1ml",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
Q9965,"LOCM 100-199mg/ml iodine,1ml",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
Q9966,"LOCM 200-299mg/ml iodine,1ml",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
Q9967,"LOCM 300-399mg/ml iodine,1ml",RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
Q9982,Flutemetamol f18 diagnostic,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
Q9983,Florbetaben f18 diagnostic,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
R0070,Transport portable x-ray,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
R0075,Transport port x-ray multipl,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES
0394T,Hdr elctrnc skn surf brchytx,RADIATION THERAPY SERVICES AND SUPPLIES
0395T,Hdr elctr ntrst/ntrcv brchtx,RADIATION THERAPY SERVICES AND SUPPLIES
0947T,Mrgfus strtctc bl-br disrpj,RADIATION THERAPY SERVICES AND SUPPLIES
19296,Place po breast cath for rad,RADIATION THERAPY SERVICES AND SUPPLIES
19297,Place breast cath for rad,RADIATION THERAPY SERVICES AND SUPPLIES
19298,Place breast rad tube/caths,RADIATION THERAPY SERVICES AND SUPPLIES
20555,Place ndl musc/tis for rt,RADIATION THERAPY SERVICES AND SUPPLIES
31643,Diag bronchoscope/catheter,RADIATION THERAPY SERVICES AND SUPPLIES
32553,Ins mark thor for rt perq,RADIATION THERAPY SERVICES AND SUPPLIES
32701,Thorax stereo rad targetw/tx,RADIATION THERAPY SERVICES AND SUPPLIES
41019,Place needles h&n for rt,RADIATION THERAPY SERVICES AND SUPPLIES
49327,Lap ins device for rt,RADIATION THERAPY SERVICES AND SUPPLIES
49411,Ins mark abd/pel for rt perq,RADIATION THERAPY SERVICES AND SUPPLIES
49412,Ins device for rt guide open,RADIATION THERAPY SERVICES AND SUPPLIES
51020,Cystotomy/cystostomy w/fulg [only when cystotomy/cystostomy includes insertion of radioactive material],RADIATION THERAPY SERVICES AND SUPPLIES
55875,Transperi needle place pros,RADIATION THERAPY SERVICES AND SUPPLIES
55876,Place rt device/marker pros,RADIATION THERAPY SERVICES AND SUPPLIES
55920,Place needles pelvic for rt,RADIATION THERAPY SERVICES AND SUPPLIES
57155,Insert uteri tandems/ovoids,RADIATION THERAPY SERVICES AND SUPPLIES
57156,Ins vag brachytx device,RADIATION THERAPY SERVICES AND SUPPLIES
58346,Insert heyman uteri capsule,RADIATION THERAPY SERVICES AND SUPPLIES
61715,Mrgfus strtctc ablt trgt icr,RADIATION THERAPY SERVICES AND SUPPLIES
61770,Incise skull for treatment,RADIATION THERAPY SERVICES AND SUPPLIES
61796,SRS cranial lesion simple,RADIATION THERAPY SERVICES AND SUPPLIES
61797,SRS cran les simple addl,RADIATION THERAPY SERVICES AND SUPPLIES
61798,SRS cranial lesion complex,RADIATION THERAPY SERVICES AND SUPPLIES
61799,SRS cran les complex addl,RADIATION THERAPY SERVICES AND SUPPLIES
61800,Apply SRS headframe add-on,RADIATION THERAPY SERVICES AND SUPPLIES
63620,SRS spinal lesion,RADIATION THERAPY SERVICES AND SUPPLIES
63621,SRS spinal lesion addl,RADIATION THERAPY SERVICES AND SUPPLIES
77261,Radiation therapy planning,RADIATION THERAPY SERVICES AND SUPPLIES
77262,Radiation therapy planning,RADIATION THERAPY SERVICES AND SUPPLIES
77263,Radiation therapy planning,RADIATION THERAPY SERVICES AND SUPPLIES
77280,Set radiation therapy field,RADIATION THERAPY SERVICES AND SUPPLIES
77285,Set radiation therapy field,RADIATION THERAPY SERVICES AND SUPPLIES
77290,Set radiation therapy field,RADIATION THERAPY SERVICES AND SUPPLIES
77295,Set radiation therapy field,RADIATION THERAPY SERVICES AND SUPPLIES
77299,Radiation therapy planning,RADIATION THERAPY SERVICES AND SUPPLIES
77300,Radiation therapy dose plan,RADIATION THERAPY SERVICES AND SUPPLIES
77301,Radiotherapy dose plan imrt,RADIATION THERAPY SERVICES AND SUPPLIES
77306,Telethx isodose plan simple,RADIATION THERAPY SERVICES AND SUPPLIES
77307,Telethx isodose plan cplx,RADIATION THERAPY SERVICES AND SUPPLIES
77316,Brachytx isodose plan simple,RADIATION THERAPY SERVICES AND SUPPLIES
77317,Brachytx isodose intermed,RADIATION THERAPY SERVICES AND SUPPLIES
77318,Brachytx isodose complex,RADIATION THERAPY SERVICES AND SUPPLIES
77321,Special teletx port plan,RADIATION THERAPY SERVICES AND SUPPLIES
77331,Special radiation dosimetry,RADIATION THERAPY SERVICES AND SUPPLIES
77332,Radiation treatment aid(s),RADIATION THERAPY SERVICES AND SUPPLIES
77333,Radiation treatment aid(s),RADIATION THERAPY SERVICES AND SUPPLIES
77334,Radiation treatment aid(s),RADIATION THERAPY SERVICES AND SUPPLIES
77336,Radiation physics consult,RADIATION THERAPY SERVICES AND SUPPLIES
77338,Design mlc device for imrt,RADIATION THERAPY SERVICES AND SUPPLIES
77370,Radiation physics consult,RADIATION THERAPY SERVICES AND SUPPLIES
77371,Srs multisource,RADIATION THERAPY SERVICES AND SUPPLIES
77372,Srs linear based,RADIATION THERAPY SERVICES AND SUPPLIES
77373,Sbrt delivery,RADIATION THERAPY SERVICES AND SUPPLIES
77385,Ntsty modul rad tx dlvr smpl,RADIATION THERAPY SERVICES AND SUPPLIES
77386,Ntsty modul rad tx dlvr cplx,RADIATION THERAPY SERVICES AND SUPPLIES
77399,External radiation dosimetry,RADIATION THERAPY SERVICES AND SUPPLIES
77401,Radiation treatment delivery,RADIATION THERAPY SERVICES AND SUPPLIES
77402,Radiation treatment delivery,RADIATION THERAPY SERVICES AND SUPPLIES
77407,Radiation treatment delivery,RADIATION THERAPY SERVICES AND SUPPLIES
77412,Radiation treatment delivery,RADIATION THERAPY SERVICES AND SUPPLIES
77417,Radiology port film(s),RADIATION THERAPY SERVICES AND SUPPLIES
77423,Neutron beam tx complex,RADIATION THERAPY SERVICES AND SUPPLIES
77427,Radiation tx management x5,RADIATION THERAPY SERVICES AND SUPPLIES
77431,Radiation therapy management,RADIATION THERAPY SERVICES AND SUPPLIES
77432,Stereotactic radiation trmt,RADIATION THERAPY SERVICES AND SUPPLIES
77435,Sbrt management,RADIATION THERAPY SERVICES AND SUPPLIES
77470,Special radiation treatment,RADIATION THERAPY SERVICES AND SUPPLIES
77499,Radiation therapy management,RADIATION THERAPY SERVICES AND SUPPLIES
77520,Proton trmt simple w/o comp,RADIATION THERAPY SERVICES AND SUPPLIES
77522,Proton trmt simple w/comp,RADIATION THERAPY SERVICES AND SUPPLIES
77523,Proton trmt intermediate,RADIATION THERAPY SERVICES AND SUPPLIES
77525,Proton treatment complex,RADIATION THERAPY SERVICES AND SUPPLIES
77600,Hyperthermia treatment,RADIATION THERAPY SERVICES AND SUPPLIES
77605,Hyperthermia treatment,RADIATION THERAPY SERVICES AND SUPPLIES
77610,Hyperthermia treatment,RADIATION THERAPY SERVICES AND SUPPLIES
77615,Hyperthermia treatment,RADIATION THERAPY SERVICES AND SUPPLIES
77620,Hyperthermia treatment,RADIATION THERAPY SERVICES AND SUPPLIES
77750,Infuse radioactive materials,RADIATION THERAPY SERVICES AND SUPPLIES
77761,Apply intrcav radiat simple,RADIATION THERAPY SERVICES AND SUPPLIES
77762,Apply intrcav radiat interm,RADIATION THERAPY SERVICES AND SUPPLIES
77763,Apply intrcav radiat compl,RADIATION THERAPY SERVICES AND SUPPLIES
77767,Hdr rdncl skn surf brachytx,RADIATION THERAPY SERVICES AND SUPPLIES
77768,Hdr rdncl skn surf brachytx,RADIATION THERAPY SERVICES AND SUPPLIES
77770,Hdr rdncl ntrstl/icav brchtx,RADIATION THERAPY SERVICES AND SUPPLIES
77771,Hdr rdncl ntrstl/icav brchtx,RADIATION THERAPY SERVICES AND SUPPLIES
77772,Hdr rdncl ntrstl/icav brchtx,RADIATION THERAPY SERVICES AND SUPPLIES
77778,Apply interstit radiat compl,RADIATION THERAPY SERVICES AND SUPPLIES
77789,Apply surface radiation,RADIATION THERAPY SERVICES AND SUPPLIES
77790,Radiation handling,RADIATION THERAPY SERVICES AND SUPPLIES
77799,Radium/radioisotope therapy,RADIATION THERAPY SERVICES AND SUPPLIES
78830,Rp loclzj tum spect w/ct 1,RADIATION THERAPY SERVICES AND SUPPLIES
78831,Rp loclzj tum spect 2 areas,RADIATION THERAPY SERVICES AND SUPPLIES
78832,Rp loclzj tum spect w/ct 2,RADIATION THERAPY SERVICES AND SUPPLIES
78835,Rp quan meas single area,RADIATION THERAPY SERVICES AND SUPPLIES
79005,Nuclear rx oral admin,RADIATION THERAPY SERVICES AND SUPPLIES
79101,Nuclear rx iv admin,RADIATION THERAPY SERVICES AND SUPPLIES
79200,Nuclear rx intracav admin,RADIATION THERAPY SERVICES AND SUPPLIES
79300,Nuclr rx interstit colloid,RADIATION THERAPY SERVICES AND SUPPLIES
79403,Hematopoietic nuclear tx,RADIATION THERAPY SERVICES AND SUPPLIES
79440,Nuclear rx intra-articular,RADIATION THERAPY SERVICES AND SUPPLIES
79445,Nuclear rx intra-arterial,RADIATION THERAPY SERVICES AND SUPPLIES
79999,Nuclear medicine therapy,RADIATION THERAPY SERVICES AND SUPPLIES
